"Date Time, GMT-10:00","Temp, °C (LGR S/N: 21086844, SEN S/N: 21086844)","Intensity, Lux (LGR S/N: 21086844, SEN S/N: 21086844)"
23-03-15 21:00:00,22.908,0.0
23-03-15 21:05:00,22.908,0.0
23-03-15 21:10:00,22.908,0.0
23-03-15 21:15:00,22.908,0.0
23-03-15 21:20:00,22.908,0.0
23-03-15 21:25:00,22.812,0.0
23-03-15 21:30:00,22.812,0.0
23-03-15 21:35:00,22.812,0.0
23-03-15 21:40:00,22.812,0.0
23-03-15 21:45:00,22.812,0.0
23-03-15 21:50:00,22.812,0.0
23-03-15 21:55:00,22.812,0.0
23-03-15 22:00:00,22.812,0.0
23-03-15 22:05:00,22.812,0.0
23-03-15 22:10:00,22.812,0.0
23-03-15 22:15:00,22.812,0.0
23-03-15 22:20:00,22.812,0.0
23-03-15 22:25:00,22.812,0.0
23-03-15 22:30:00,22.717,0.0
23-03-15 22:35:00,22.717,0.0
23-03-15 22:40:00,22.717,0.0
23-03-15 22:45:00,22.717,0.0
23-03-15 22:50:00,22.717,0.0
23-03-15 22:55:00,22.717,0.0
23-03-15 23:00:00,22.717,0.0
23-03-15 23:05:00,22.717,0.0
23-03-15 23:10:00,22.717,0.0
23-03-15 23:15:00,22.717,0.0
23-03-15 23:20:00,22.717,0.0
23-03-15 23:25:00,22.717,0.0
23-03-15 23:30:00,22.717,0.0
23-03-15 23:35:00,22.621,0.0
23-03-15 23:40:00,22.621,0.0
23-03-15 23:45:00,22.621,0.0
23-03-15 23:50:00,22.621,0.0
23-03-15 23:55:00,22.621,0.0
23-03-16 00:00:00,22.621,0.0
23-03-16 00:05:00,22.621,0.0
23-03-16 00:10:00,22.621,0.0
23-03-16 00:15:00,22.621,0.0
23-03-16 00:20:00,22.621,0.0
23-03-16 00:25:00,22.621,0.0
23-03-16 00:30:00,22.621,0.0
23-03-16 00:35:00,22.621,0.0
23-03-16 00:40:00,22.525,0.0
23-03-16 00:45:00,22.525,0.0
23-03-16 00:50:00,22.525,0.0
23-03-16 00:55:00,22.525,0.0
23-03-16 01:00:00,22.525,0.0
23-03-16 01:05:00,22.525,0.0
23-03-16 01:10:00,22.525,0.0
23-03-16 01:15:00,22.525,0.0
23-03-16 01:20:00,22.525,0.0
23-03-16 01:25:00,22.525,0.0
23-03-16 01:30:00,22.525,0.0
23-03-16 01:35:00,22.525,0.0
23-03-16 01:40:00,22.525,0.0
23-03-16 01:45:00,22.429,0.0
23-03-16 01:50:00,22.429,0.0
23-03-16 01:55:00,22.429,0.0
23-03-16 02:00:00,22.429,0.0
23-03-16 02:05:00,22.429,0.0
23-03-16 02:10:00,22.429,0.0
23-03-16 02:15:00,22.429,0.0
23-03-16 02:20:00,22.429,0.0
23-03-16 02:25:00,22.429,0.0
23-03-16 02:30:00,22.429,0.0
23-03-16 02:35:00,22.429,0.0
23-03-16 02:40:00,22.429,0.0
23-03-16 02:45:00,22.429,0.0
23-03-16 02:50:00,22.429,0.0
23-03-16 02:55:00,22.333,0.0
23-03-16 03:00:00,22.333,0.0
23-03-16 03:05:00,22.333,0.0
23-03-16 03:10:00,22.333,0.0
23-03-16 03:15:00,22.333,0.0
23-03-16 03:20:00,22.333,0.0
23-03-16 03:25:00,22.333,0.0
23-03-16 03:30:00,22.333,0.0
23-03-16 03:35:00,22.333,0.0
23-03-16 03:40:00,22.333,0.0
23-03-16 03:45:00,22.238,0.0
23-03-16 03:50:00,22.238,0.0
23-03-16 03:55:00,22.238,0.0
23-03-16 04:00:00,22.238,0.0
23-03-16 04:05:00,22.238,0.0
23-03-16 04:10:00,22.238,0.0
23-03-16 04:15:00,22.238,0.0
23-03-16 04:20:00,22.238,0.0
23-03-16 04:25:00,22.238,0.0
23-03-16 04:30:00,22.238,0.0
23-03-16 04:35:00,22.238,0.0
23-03-16 04:40:00,22.238,0.0
23-03-16 04:45:00,22.238,0.0
23-03-16 04:50:00,22.142,0.0
23-03-16 04:55:00,22.142,0.0
23-03-16 05:00:00,22.142,0.0
23-03-16 05:05:00,22.142,0.0
23-03-16 05:10:00,22.142,0.0
23-03-16 05:15:00,22.142,0.0
23-03-16 05:20:00,22.142,0.0
23-03-16 05:25:00,22.142,0.0
23-03-16 05:30:00,22.142,0.0
23-03-16 05:35:00,22.142,0.0
23-03-16 05:40:00,22.142,0.0
23-03-16 05:45:00,22.142,0.0
23-03-16 05:50:00,22.142,0.0
23-03-16 05:55:00,22.046,0.0
23-03-16 06:00:00,22.046,0.0
23-03-16 06:05:00,22.046,0.0
23-03-16 06:10:00,22.046,0.0
23-03-16 06:15:00,22.046,0.0
23-03-16 06:20:00,22.046,0.0
23-03-16 06:25:00,22.046,0.0
23-03-16 06:30:00,22.046,0.0
23-03-16 06:35:00,22.046,301.4
23-03-16 06:40:00,22.046,538.2
23-03-16 06:45:00,22.046,796.5
23-03-16 06:50:00,22.046,979.5
23-03-16 06:55:00,22.046,1130.2
23-03-16 07:00:00,22.046,1377.8
23-03-16 07:05:00,22.046,1313.2
23-03-16 07:10:00,22.046,1324.0
23-03-16 07:15:00,22.046,1291.7
23-03-16 07:20:00,22.046,1377.8
23-03-16 07:25:00,22.046,1367.0
23-03-16 07:30:00,22.046,1377.8
23-03-16 07:35:00,22.046,1377.8
23-03-16 07:40:00,22.046,1377.8
23-03-16 07:45:00,22.046,1345.5
23-03-16 07:50:00,22.046,1463.9
23-03-16 07:55:00,22.046,1463.9
23-03-16 08:00:00,22.046,1636.1
23-03-16 08:05:00,24.351,742.7
